y,x,MarketName,WIC,Organic,Vegetables,Fruits,Meat,Grains
42.521222,-93.264356,iowa falls farmers' market,Y,-,Y,Y,N,N
40.663651,-73.901875,Isabahlia farmers Market,Y,N,Y,Y,N,N
47.550637,-122.049115,Issaquah Farmers Market,Y,Y,Y,Y,Y,N
43.292319,-84.598559,Ithaca Farmers Market,N,-,Y,Y,Y,N
44.465197,-96.246607,Ivanhoe Farmers Market,N,-,Y,N,N,N
42.759014,-105.384457,Jackalope Square Farmers Market,N,N,Y,Y,N,N
37.3778137,-89.6659726,Jackson (MO) Farmers Market,N,-,Y,Y,N,N
44.291599,-90.862319,Jackson County Farmers Market,Y,Y,Y,Y,Y,N
37.430289,-83.988324,Jackson County Farmers Market,Y,N,Y,Y,N,N
37.330559,-83.922703,Jackson County Farmers Market,Y,N,Y,Y,N,N
35.375375,-83.218394,Jackson County Farmers Market - Outdoor Market,N,N,Y,Y,Y,N
35.375581,-83.224149,Jackson County Winter Farmers Market,N,N,Y,N,Y,N
43.309792,-88.171891,Jackson Food & Farm Market,Y,-,Y,Y,Y,N
42.681669,-89.023298,"Janesville Farmers Market, Inc.",Y,Y,Y,Y,Y,N
34.46747,-84.4343796,Jasper Farmers Market,N,-,Y,Y,Y,N
39.94994,-75.156213,Jefferson Farmers' Market,Y,N,Y,Y,N,N
38.19521,-85.562797,Jeffersontown Farmers Market,N,N,Y,Y,Y,N
37.812048,-82.8042,Johnson County Farmers Market,N,-,Y,Y,N,N
34.1349431,-116.3182535,Joshua Tree Certified Farmers Market,Y,Y,Y,Y,Y,N
58.29985,-134.4136031,Juneau Farmers Market and Local Food Festival ,N,Y,Y,Y,N,N
21.395631,-157.737337,Kailua Distirct Park (People's Open Market),N,N,Y,Y,N,N
36.843017,-119.781524,Kaiser Permanente Fresno Farmers Market,Y,Y,Y,Y,N,N
42.275163,-85.588501,Kalamazoo Farmers Market,Y,Y,Y,Y,Y,Y
21.344726,-157.8698,Kalihi Valley District Park (People's Open Market),N,N,Y,Y,N,N
21.335165,-157.872454,Kamehameha Community Park (People's Open Market),N,N,Y,Y,N,N
20.017794,-155.66266,Kamuela Farmers Market,N,Y,Y,Y,Y,N
21.409789,-157.810103,Kaneohe District Park (People's Open Market),N,N,N,Y,N,N
21.333263,-158.066932,Kapolei Community Park (People's Open Market),N,N,Y,Y,N,N
21.327407,-157.877976,Kaumualii Street (People's Open Market),N,N,Y,Y,N,N
32.926757,-97.243807,Keller Farmers Market,N,Y,Y,Y,Y,N
42.587189,-87.819902,Kenosha Public Market,Y,-,Y,Y,Y,N
42.587205,-87.819945,Kenosha Public Market - Summer Outdoor,Y,-,Y,Y,Y,Y
42.584009,-87.819183,Kenosha Public Market - Winter Indoor ,Y,-,Y,Y,Y,Y
39.026476,-77.073728,Kensington Farmers Market,N,Y,Y,Y,Y,N
42.874316,-85.596957,Kentwood Farmers Market,Y,-,Y,Y,N,Y
34.243264,-80.6061919,Kershaw County Farmers Market,N,Y,Y,Y,Y,N
36.276367,-80.341178,King Farmers' Market,Y,-,Y,Y,Y,N
38.27678,-77.2028,King George Farmers Market,N,N,Y,Y,Y,N
41.932986,-74.019483,Kingston Farmers' Market,Y,Y,Y,Y,Y,Y
38.8347926,-77.276198,Kingstowne,N,N,Y,Y,Y,N
30.047327,-95.184629,Kingwood Farmers Market,N,Y,N,N,Y,N
40.195114,-92.584293,Kirksville Kiwanis Farmers' Market,N,-,Y,Y,Y,N
36.7507894,-108.3605187,Kirtland Growers Market,N,-,Y,Y,N,N
43.090021,-70.736542,Kittery Community Market,Y,Y,Y,Y,Y,N
40.167824,-92.172403,Knox County Farmers Market,N,-,Y,Y,N,N
36.849364,-83.867633,Knox County Farmers' Market,Y,N,Y,Y,N,N
39.842787,-75.705331,KSQ Farmers Market,Y,Y,Y,N,Y,Y
18.431395,-66.011273,L. A Mercado Agricola,N,-,Y,N,N,N
34.044973,-118.37983,La Cienega Farmers Market,Y,Y,Y,Y,N,N
40.846468,-73.893737,La Familia Verde Farmers Market,Y,N,Y,Y,N,N
40.849357,-73.891978,La Familia Verde Market,Y,N,Y,Y,N,N
38.407465,-85.379458,La Grange Farmers' Market & Artisans,N,N,Y,Y,Y,N
38.531647,-76.978699,La Plata Farmers Market - Saturday,Y,N,Y,Y,Y,N
41.235769,-73.385668,Lachat Farmers Market,N,-,Y,Y,Y,Y
33.355445,-93.577673,Lafayette County Farmers Market,N,N,Y,Y,N,N
42.180694,-88.183818,Lake Barrington Farmer's Market,N,-,Y,Y,N,N
45.417855,-122.664774,Lake Oswego Farmers' Market,Y,Y,Y,Y,Y,N
44.2770413,-73.9841054,Lake Placid Farmers' Market ,Y,Y,Y,Y,Y,N
46.358912,-94.193437,Lakes Area Growers Market,N,Y,Y,Y,Y,N
46.352551,-94.235284,Lakes Area Growers Market,N,Y,Y,Y,Y,N
37.6145155,-77.4710931,Lakeside Farmers Market - Saturday - year round,N,N,Y,Y,Y,N
37.614945,-77.470522,Lakeside Farmers' Market,N,-,Y,Y,Y,N
41.484539,-81.804266,Lakewood Earth and Food (LEAF) Community Farmers' Market,N,-,Y,Y,Y,Y
42.103565,-79.326095,Lakewood NY Farmers' and Artisans' Market,N,Y,Y,Y,Y,N
32.835725,-96.751083,Lakewood Village Farmers Market,N,N,Y,Y,N,N
40.62353,-93.933204,Lamoni Farmer's Market,Y,N,Y,Y,Y,N
42.102207,-89.8327,Lanark Farmers Market,N,-,Y,Y,N,N
39.712631,-82.603853,Lancaster Farmers Market,Y,-,Y,Y,Y,N
44.760524,-106.948321,Landon's Greenhouse Farmers Market,N,-,Y,Y,Y,Y
44.056748,-123.116207,Lane County Farmers Holiday Market,Y,Y,Y,Y,Y,Y
44.050826,-123.09154,Lane County Farmers Market,Y,Y,Y,Y,Y,Y
40.234201,-75.277496,Lansdale Farmers' Market,Y,Y,Y,Y,Y,Y
40.586073,-105.080197,Larimer County Farmers' Market,N,Y,Y,Y,Y,Y
34.647522,-86.56453,Latham Farmers Market,Y,Y,Y,Y,Y,N
31.692522,-89.130033,Laurel Farmers Market,N,-,Y,Y,N,N
42.219637,-86.048868,Lawrence Farmers Market,Y,-,Y,Y,Y,N
38.96859,-95.23448,Lawrence Farmers' Market - Saturday Downtown Market,N,Y,Y,Y,Y,Y
38.963018,-95.235986,Lawrence Farmers' Market - Tuesday Market,N,Y,Y,Y,Y,Y
40.467011,-79.961092,Lawrenceville Farmers Market,Y,-,Y,Y,Y,N
40.0456714,-86.469047,Lebanon City Market,Y,-,Y,Y,N,N
41.635781,-72.212877,Lebanon Farmers Market,Y,Y,Y,Y,Y,N
29.609419,-98.465436,Legacy Farmers Market,N,N,Y,Y,Y,N
25.836451,-80.183684,Legion Park Farmers Market ,N,Y,Y,Y,Y,Y
45.022857,-85.759459,Leland Farmers Market,Y,Y,Y,Y,N,N
38.965267,-94.803914,Lenexa Farmers Market,N,N,Y,Y,Y,Y
35.260631,-77.584119,Lenoir County Farmers Market,N,N,Y,Y,N,N
39.1587027,-84.617203,Lettuce Eat Well Farmers' Market,N,-,Y,Y,Y,Y
43.794672,-75.500665,Lewis County General Hospitals Farmers Market,Y,-,Y,Y,N,N
43.980991,-91.866902,Lewiston Area Farmers Market,N,Y,Y,Y,Y,Y
44.096575,-70.220379,Lewiston Farmers Market,Y,Y,Y,Y,Y,Y
44.089594,-70.172185,Lewiston Winter Farmers Market,Y,Y,Y,Y,Y,Y
42.446439,-71.222455,Lexington Farmers' Market,Y,Y,Y,Y,Y,N
42.429242,-71.206748,Lexington Small Yet Mighty Winter Farmers Market,N,N,Y,Y,Y,N
40.744796,-111.872426,Liberty Park Market,N,-,Y,Y,Y,N
40.2501886,-79.2507333,Ligonier Country Market,Y,Y,Y,Y,Y,N
33.859588,-84.081093,Lilburn Farmers Market,N,-,Y,Y,Y,N
37.61666,-114.5149,Lincoln County Producers' Markets,N,Y,Y,Y,N,N
34.07348,-118.213092,Lincoln Heights Certified Farmers Market,Y,Y,Y,Y,N,N
34.073591,-118.213102,Lincoln Heights Certified Farmers Market,Y,Y,Y,Y,N,N
42.249843,-83.177664,Lincoln Park Farmers Market,Y,N,Y,Y,N,N
32.785209,-117.170563,Linda Vista Certified Farmers Market,Y,N,Y,Y,Y,N
39.039325,-87.149098,Linton Farmers' Market,Y,N,Y,Y,Y,N
41.743812,-73.189724,Litchfield Hills Farm-Fresh Market,Y,Y,Y,Y,Y,N
41.740678,-73.215193,Litchfield Hills Farm-Fresh Market,Y,Y,Y,Y,Y,N
37.118045,-92.680159,Little Farm Store Market,N,-,Y,Y,N,N
42.1155929,-80.085081,Little Italy Farmers Market,Y,N,Y,Y,N,N
32.723123,-117.167574,Little Italy Mercato CFM,Y,Y,Y,Y,Y,Y
33.661403,-94.1176,Little River County Farmers Market,N,-,Y,Y,N,N
33.880648,-78.640489,Little River Farmers Market,Y,-,Y,Y,N,N
45.654254,-110.556707,Livingston Farmers Market,N,Y,Y,Y,Y,Y
42.362596,-83.331995,Livonia Wilson Barn Farmers Market,N,-,Y,Y,N,N
37.353215,-78.826847,Local APX Market - Seasonal,N,-,Y,N,Y,N
36.866286,-86.884185,Logan County Farmer's Market,Y,N,Y,Y,Y,N
38.698239,-77.216355,Lorton ,N,N,Y,Y,Y,N
35.158683,-106.654919,Los Ranchos Growers' Market,Y,Y,Y,Y,Y,Y
39.441188,-91.062659,Louisiana Community Betterment Farmer's Market,N,-,Y,Y,N,N
39.266388,-84.259924,Loveland Farmers Market,N,Y,Y,Y,Y,N
41.943816,-87.664233,Low-Line Market at Southport,N,N,Y,Y,Y,N
45.570355,-117.528643,Lower Valley Farmers Market,Y,N,Y,Y,Y,N
43.793854,-75.491021,Lowville Farm and Craft Market,Y,Y,Y,Y,Y,N
41.599698,-93.660454,LSI Global Greens Farmers' Market,Y,N,Y,N,N,N
43.955713,-86.447744,Ludington Farmer's Market,Y,-,Y,Y,N,N
39.110875,-77.833365,LVHMC Bluemont Farmers Market,N,Y,Y,Y,Y,N
39.031603,-77.395364,LVHMC Cascades Farmers' Market,N,Y,Y,Y,Y,Y
39.107555,-77.565734,LVHMC Leesburg Farmers Market,N,Y,Y,Y,Y,N
39.006277,-77.489597,LVHMC Loudoun Station Farmers Market,N,Y,Y,Y,Y,Y
37.411517,-79.140379,Lynchburg Community Market,N,-,Y,Y,Y,Y
48.944087,-122.452228,Lynden Farmers Market,N,Y,Y,Y,Y,N
33.826085,-84.575384,Mableton Farmers Market,N,N,Y,Y,N,N
41.335222,-94.013604,Madison County Farmers Market,Y,Y,Y,Y,Y,N
45.0087575,-96.1754168,Madison Farmers Market,N,N,Y,Y,N,N
40.759057,-74.414532,Madison NJ Farmers Market,Y,-,Y,Y,Y,N
44.638418,-121.127162,Madras Saturday Market Holiday Market,Y,-,N,N,N,N
47.612616,-122.295751,Madrona Farmers Market ,Y,Y,Y,Y,Y,Y
43.066326,-89.502026,MADWest Winter Farmers' Market,N,Y,Y,Y,Y,Y
30.720266,-86.1137,Main Street DeFuniak Farmer's Market,Y,-,Y,Y,N,N
36.030081,-89.389549,Main Street Dyersburg Farmers Market,N,N,Y,Y,Y,N
40.169,-80.245,Main Street Farmers Market,Y,-,Y,Y,Y,Y
38.730544,-120.796965,Main Street Farmers Market,Y,Y,Y,Y,Y,N
37.6817937,-95.4504829,Main Street Farmers Market,N,-,Y,Y,Y,N
41.575082,-75.257714,Main Street Farmers Market,Y,Y,Y,Y,Y,N
41.028681,-81.732318,Main Street Wadsworth Farmers Market,N,-,Y,Y,Y,N
42.287242,-87.954744,MainStreet Libertyville Farmers Market,Y,Y,Y,Y,Y,N
21.303939,-157.836497,Makiki District Park (People's Open Market),N,N,Y,Y,N,N
41.781503,-72.518324,Manchester's Spruce Street Market,N,N,Y,Y,Y,N
45.856793,-111.333325,Manhattan Farmers Market,Y,Y,Y,Y,Y,N
44.249273,-86.323001,Manistee Farmers Market,Y,Y,Y,Y,N,N
45.959984,-86.243595,Manistique Farmers' Market,Y,N,Y,Y,Y,N
21.314189,-157.807997,Manoa Valley District Park (People's Open Market),N,N,Y,Y,N,N
32.564588,-97.134052,Mansfield Farmers Market,N,N,Y,Y,Y,Y
47.884784,-120.155979,Manson Farmers Market,N,Y,Y,Y,N,N
42.527104,-94.539507,Manson Farmers Market,Y,N,Y,Y,N,N
45.719007,-123.894248,Manzanita Farmers Market,Y,N,Y,Y,Y,N
47.367729,-122.023367,Maple Valley Farmers' Market,Y,Y,Y,Y,Y,N
33.953194,-84.549494,Marietta Square Farmers Market,N,Y,Y,Y,Y,Y
45.098174,-87.628231,Marinette Artisan & Farm Market,Y,Y,Y,Y,N,N
42.0443772,-91.580744,Marion Farmers Market,Y,-,Y,Y,Y,N
40.593304,-83.122972,Marion Ohio Market,Y,-,Y,Y,N,N
41.440025,-97.361665,Market 23,Y,N,Y,Y,Y,N
41.631943,-87.856517,"Market at the Park - Orland Park, IL",N,Y,Y,Y,Y,N
33.6699343,-78.9390094,Market Common Farmers Market,Y,-,Y,Y,Y,N
30.69035,-88.045015,Market in The Park,N,N,Y,Y,N,N
44.0053166,-88.557509,Market in the Park,N,Y,Y,Y,Y,N
30.691614,-88.160082,Market in The Park - Lavretta Park,N,N,Y,Y,N,N
25.787138,-80.189855,Market Mondays at the Arsht Center,N,Y,Y,Y,Y,N
41.595883,-87.344853,Market of Life,N,-,Y,N,N,N
37.972884,-87.568349,Market on Main ,Y,-,Y,Y,Y,N
44.52221,-88.06464,Market on Military Summer,Y,N,Y,Y,Y,N
39.97423,-82.875408,Market on the Green,N,-,Y,Y,N,Y
41.40541,-99.63987,Market on the Square (BrokenkBow),N,-,Y,Y,N,N
35.965659,-83.910506,Market Square Farmers' Market,Y,Y,Y,Y,Y,Y
31.12742,-92.066002,Marksville Main Street Fresh Market,N,Y,Y,Y,Y,N
43.327346,-83.080532,Marlette Farmers Market,N,Y,Y,Y,Y,N
36.842165,-88.378744,Marshall County Farmers Market,N,-,Y,Y,N,N
42.098148,-70.717317,Marshfield Farmer's Market,Y,Y,Y,Y,Y,Y
35.855219,-77.055113,Martin County Main Street Market,N,-,Y,N,N,N
38.7331622,-89.9500804,Maryville Farmer’s Market,N,-,Y,Y,Y,N
35.756987,-83.969504,Maryville Farmers Market - Saturdays,N,N,Y,Y,Y,N
38.615073,-83.80842,Mason County Farmers Market,N,Y,Y,Y,Y,N
42.580168,-84.4426,Mason Farmers Market,N,N,Y,Y,N,N
42.3313532,-71.076514,Mattapan Square  Farmers Market,Y,Y,Y,Y,Y,N
41.65516,-86.35873,Matthys Farm Market,N,-,Y,Y,N,N
34.7796468,-82.3063956,Mauldin Farmers Market,N,Y,Y,Y,Y,N
43.801304,-90.082332,Mauston Farmers' Market,N,-,Y,Y,Y,N
36.694321,-84.474473,McCreary County Farmers Market,N,-,Y,Y,Y,N
38.818343,-77.082026,McCutcheon/Mount Vernon ,N,N,Y,Y,Y,N
40.944643,-124.100568,McKinleyville CFM,Y,Y,Y,Y,Y,N
38.943545,-77.192913,McLean ,N,N,Y,Y,Y,N
37.988637,-86.166136,Meade County Farmers Market,Y,N,Y,Y,Y,Y
42.41853,-71.115435,Medford Farmers Market,Y,N,Y,Y,Y,N
39.917838,-75.385551,Media Farmers' Market,Y,Y,Y,Y,Y,N
43.424109,-102.176734,Medicine Root/Oyate Teca Farmers Market,N,N,Y,N,N,N
41.134636,-81.869513,Medina Square Farmers Market,Y,Y,Y,Y,Y,N
39.026596,-82.034026,Meigs County Farmers' Market,Y,Y,Y,Y,N,N
35.132038,-90.06008,Memphis Farmers Market,Y,Y,Y,Y,Y,Y
37.951788,-83.62783,Menifee County Farmers Market,Y,N,Y,Y,Y,N
37.450822,-122.1841,Menlo Park Farmers' Market,N,Y,Y,Y,Y,Y
45.105926,-87.603938,Menominee Historic Downtown Farmers Market  Association ,Y,Y,Y,Y,N,N
45.107233,-87.604562,Menominee Historic Downtown Farmers Market  Association ,Y,Y,Y,Y,N,N
39.9524734,-75.0490757,Merchantville Market Off Centre,N,N,Y,Y,N,N
43.609999,-116.392301,Meridian Main Street Market,N,-,Y,N,Y,Y
40.755229,-86.069521,Miami County Farmers Market,N,-,Y,Y,N,N
34.373647,-89.516816,Mid-Town Farmers Market,N,N,Y,Y,Y,N
44.026734,-73.169908,Middlebury Farmers' Market,Y,N,Y,Y,Y,N
38.242222,-85.543717,middletown farmer's Market,N,Y,Y,Y,Y,N
39.441867,-77.54531,Middletown Farmers' Market,N,Y,Y,Y,Y,N
43.609016,-84.236727,Midland Area Farmers Market,Y,Y,Y,Y,Y,N
38.656378,-90.307251,Midtown Farmers Market,N,Y,Y,Y,Y,N
46.408215,-105.840096,Miles City Farmers Market,Y,-,Y,Y,N,N
41.226598,-73.062096,MILFORD - DOWNTOWN FARMERS’ MARKET,Y,N,Y,Y,Y,N
21.440682,-158.018299,Mililani District Park (People's Open Market),N,N,Y,Y,N,N
39.126727,-77.150329,Milk Lady Derwood Fall 2020 Pickup/Delivery,N,-,Y,Y,Y,N
39.126885,-77.150144,Milk Lady Derwood Farmers Market,Y,-,Y,Y,Y,N
39.104422,-77.199488,Milk Lady Shady Grove Farmers Market,Y,Y,Y,Y,Y,N
44.978211,-93.256278,"Mill City Farmers Market, Inc.",Y,Y,Y,Y,Y,Y
32.802685,-81.936127,Millen Produce Market,N,Y,Y,Y,N,N
38.769132,-75.310511,Milton Farmers' Market,Y,N,Y,Y,Y,N
43.025865,-87.944924,Milwaukee Winter Farmers Market,N,Y,Y,Y,Y,Y
32.662165,-95.489641,Mineola Main Street Farmers Market,N,N,Y,Y,Y,N
40.198978,-85.393346,Minnetrista Farmers Market,Y,Y,Y,Y,Y,Y
39.58839,-106.4315,Minturn Market,N,-,Y,Y,N,N
37.755373,-122.419881,Mission Community Market,Y,Y,Y,Y,Y,N
39.0219446,-94.6512054,Mission Farm and Flower Market,N,-,Y,Y,Y,N
46.87474,-113.992113,Missoula Farmers' Market,Y,Y,Y,Y,Y,N
33.923533,-118.243583,MLK Campus Farmers' Market,Y,Y,Y,Y,N,N
39.049968,-95.69624,Monday Farmers Market at your library,N,N,Y,Y,N,N
41.91965,-83.39378,Monroe County Farmer's Market,Y,N,Y,Y,Y,N
42.601889,-89.639224,Monroe Farmers Market ,Y,-,Y,Y,Y,N
45.519002,-122.584311,Montavilla Farmers Market,Y,Y,Y,Y,Y,Y
37.826522,-122.209928,Montclair Village Farmers' Market,Y,Y,Y,Y,Y,Y
33.09948,-86.862926,MONTEVALLO FARMERS MARKET,Y,-,Y,Y,N,N
38.054333,-83.941302,Montgomery County Farmers' Market,Y,Y,Y,Y,N,N
33.304642,-83.683495,Monticello Market on the Square,N,-,Y,Y,N,N
42.346431,-76.847748,Montour Falls Farmers Market,Y,Y,Y,Y,Y,N
38.479423,-107.874269,Montrose Farmers Market - Summer,N,-,Y,Y,Y,Y
39.017779,-94.805322,Moonlight Market,N,-,Y,Y,N,N
45.47394,-122.651387,Moreland Farmers Market,Y,Y,Y,Y,Y,N
39.648855,-81.853276,Morgan County Farmers Market,N,N,Y,Y,N,N
39.423392,-86.428695,Morgan County Farmers' Market Association,Y,-,Y,Y,Y,Y
39.612806,-86.3796098,Morgan County Farmers' Market Association,Y,N,Y,Y,Y,Y
39.422141,-86.420904,Morgan County Winter Farmers' Market Association,N,-,Y,N,Y,Y
35.7466269,-81.688488,Morganton Farmer's Market,N,-,Y,Y,Y,N
40.801309,-74.489945,Morris County Winter Farmers' Market,N,Y,Y,Y,Y,N
35.365976,-120.849956,Morro Bay Main Street Farmers Market,Y,Y,Y,Y,Y,Y
46.7317086,-117.0014061,Moscow Farmers Market,N,Y,Y,Y,Y,Y
44.797421,-89.708626,Mosinee Farm Market,Y,-,Y,Y,N,N
42.101295,-89.978008,Mount Carroll Farmers Market,N,-,Y,Y,Y,N
41.669478,-71.256882,Mount Hope Farmers Market,Y,Y,Y,Y,Y,N
32.790718,-79.8734,Mount Pleasant Farmers Market,N,Y,Y,Y,Y,N
38.931518,-77.038675,Mount Pleasant Farmers' Market,Y,-,Y,Y,Y,N
39.408747,-79.409554,Mountain Fresh Oakland Farmers Market,Y,N,Y,Y,Y,Y
40.046156,-75.196253,Mt Airy Farmers' Market,Y,N,Y,Y,N,N
43.604433,-84.776052,Mt. Pleasant Farmers' Market - Broadway Street,Y,N,Y,Y,Y,N
43.607074,-84.780178,Mt. Pleasant Farmers' Market - Island Park,Y,N,Y,Y,Y,N
38.049484,-85.543754,Mt. Washington Farmer's Market,N,-,Y,Y,Y,N
32.833797,-83.646551,Mulberry Market,N,Y,Y,Y,Y,Y
61.208991,-149.731189,Muldoon Farmers Market,Y,-,Y,Y,N,N
40.1883942,-85.410675,Muncie Makers Market ,N,Y,Y,Y,N,N
46.412557,-86.653401,Munising Farmers' and Artisans' Market,Y,N,Y,Y,N,N
40.430121,-79.696788,Murrysville Farmers' Market,Y,Y,Y,Y,Y,Y
61.59993,-149.113628,My Matanuska Marketplace,N,Y,Y,Y,N,N
39.505519,-77.56524,Myersville Farmers Market,N,N,Y,Y,Y,N
38.301189,-122.285131,Napa Downtown Farmers Market,Y,Y,Y,Y,Y,N
41.596136,-75.05512,Narrowsburg Farmers' Market,N,-,Y,Y,Y,N
35.955256,-77.802729,Nash County Farmers Market in Rocky Mount,Y,N,Y,Y,Y,Y
42.290237,-71.341206,Natick Winter Market,Y,-,Y,Y,Y,N
42.280988,-71.236446,Needham Farmers Market,Y,N,Y,Y,N,N
36.870009,-94.370028,Neosho Farmers Market,N,N,Y,Y,Y,N
41.8118,-71.461775,Neutaconkanut Farmers Market,Y,-,Y,Y,N,N
40.081412,-82.815383,New Albany Farmers Market,N,Y,Y,Y,Y,Y
40.08138,-82.81542,New Albany Farmers Market,N,-,Y,Y,Y,Y
42.68546,-82.737607,New Baltimore Farmers Market,Y,-,Y,Y,N,N
41.675431,-70.923644,New Bedford Farmers Market- Brooklawn Park,Y,N,Y,Y,Y,N
41.644314,-70.928587,New Bedford Farmers Market- Clasky Common Park,Y,N,Y,Y,N,N
41.661303,-70.937913,New Bedford Farmers Market- Downtown/Custom House Square,Y,N,Y,Y,Y,N
41.661303,-70.937913,New Bedford Farmers Market- Indoor ,Y,N,Y,Y,Y,N
42.809612,-89.632242,New Glarus Farmers Market,Y,-,Y,Y,Y,N
40.922193,-98.357951,New Grand Island Farmers Market,N,-,Y,Y,N,N
36.039471,-83.883624,New Harvest Farmers' Market,Y,-,Y,Y,Y,N
41.307645,-72.924912,New Haven - CitySeed Downtown Farmers Market,Y,Y,Y,Y,N,N
37.699238,-77.410676,New Highland Baptist Church Farmers Market,N,Y,Y,Y,Y,N
30.030672,-89.975013,New Orleans East Hospital Farmer's Market,Y,-,Y,Y,N,N
43.0788567,-70.9380776,Newmarket Farmers Market ,N,Y,Y,Y,Y,N
33.607886,-117.928792,Newport Beach Certified Farmers' Market by Farmer Mark ,Y,Y,Y,Y,N,N
37.893076,-84.56655,Nicholasville Farmers Market,N,N,Y,Y,N,Y
41.948007,-97.212686,Norfolk Farmers Market,N,-,Y,Y,N,N
41.990739,-73.197873,NORFOLK FARMERS’ MARKET,N,Y,N,N,Y,N
44.63664,-123.178829,North Albany Farmer's Market,Y,Y,Y,Y,Y,Y
38.201666,-79.009573,North Augusta Farmers Market,Y,-,Y,Y,Y,N
37.880337,-122.269078,North Berkeley Farmers' Market,Y,Y,Y,Y,Y,N
40.892548,-81.409572,North Canton Farmers' Market,Y,N,Y,Y,Y,Y
40.875871,-81.417769,North Canton Farmers' Market,Y,N,Y,Y,Y,N
43.702638,-73.988272,North Creek Farmers Market,N,Y,Y,Y,Y,N
40.770362,-82.524714,North End Farmers Market,Y,Y,Y,Y,Y,N
40.766123,-82.523336,North End Farmers Market,N,-,Y,Y,N,N
43.15259,-93.199249,North Iowa Farmers Market,Y,Y,Y,Y,Y,N
39.9718961,-83.0043304,North Market Farmers' Market,Y,-,Y,Y,N,N
33.827655,-78.683173,North Myrtle Beach Farmers Market,Y,-,Y,Y,Y,N
48.233564,-101.295598,North Prairie Farmers Market - Minot,N,Y,Y,Y,N,Y
39.938459,-77.662435,North Square Farmers Market,Y,N,Y,Y,Y,N
38.473539,-76.77563,North St. Mary's County Farmers Market,Y,-,Y,Y,N,N
40.684278,-75.489035,Northampton Pa Farmers Market,N,N,Y,Y,N,N
42.1314024,-87.8286573,Northbrook Farmers Market,Y,N,Y,Y,Y,N
44.995288,-93.262339,Northeast Minneapolis Farmers Market,N,Y,Y,Y,Y,Y
48.543279,-117.905228,Northeast Washington (NEW) Farmers Market,Y,Y,Y,Y,Y,N
45.129668,-85.614175,Northport Farmers Market,Y,Y,Y,Y,Y,N
34.2385732,-118.5562362,Northridge Farmers Market and family festival,Y,Y,Y,Y,Y,N
39.163947,-84.539984,Northside Farmers Market,Y,N,Y,Y,Y,N
43.128145,-89.362808,Northside Farmers' Market,Y,Y,Y,Y,Y,N
42.531632,-75.523641,Norwich Farmers Market,Y,Y,Y,Y,Y,Y
35.96565,-83.910507,Nourish Knoxville's Winter Farmers' Market,N,Y,Y,Y,Y,N
38.915538,-77.264712,NOVA Central Farm Market,Y,Y,Y,Y,Y,Y
40.824341,-74.154584,Nutley Farmers Market,Y,-,Y,Y,Y,N
42.899242,-87.917781,Oak Creek Farmers Market,Y,Y,Y,Y,Y,Y
38.889444,-77.302226,Oak Marr,N,N,Y,Y,Y,N
42.3506821,-71.1691939,Oak Square Farmers Market,Y,-,Y,Y,Y,N
38.8708398,-76.9185759,Oakcrest Farmers Market,Y,N,Y,Y,N,N
33.760143,-84.304799,Oakhurst Farmers Market,N,-,Y,Y,Y,N
29.19393,-82.320981,Ocala Downtown Market,N,-,Y,Y,N,N
32.74619,-117.25016,Ocean Beach Certified Farmers Market,N,Y,Y,Y,Y,N
39.282143,-74.572082,"Ocean City, NJ Farmers & Crafters Market",Y,Y,Y,Y,Y,N
38.3992566,-75.160072,Ocean Pines Farmers & Artisans Market,N,Y,Y,Y,Y,Y
40.014375,-80.74212,Ohio Valley Farmers' Market,Y,-,Y,Y,Y,N
40.069884,-80.865892,Ohio Valley Farmers' Market,Y,-,Y,Y,Y,N
45.499865,-122.687706,OHSU Farmers Market,Y,-,Y,Y,Y,N
39.800581,-89.650662,Old Capitol Farmers Market,Y,-,Y,Y,Y,Y
34.110124,-118.1919,Old L.A. Certified Farmers Market,Y,Y,Y,Y,N,N
34.110171,-118.191934,Old L.A. Certified Farmers Market,Y,Y,Y,Y,N,N
37.801382,-122.274596,Old Oakland Farmers' Market,Y,Y,Y,Y,Y,Y
21.292322,-157.827323,Old Stadium Park (People's Open Market),N,N,Y,Y,N,N
34.719572,-76.663201,Olde Beaufort Farmers' Market,N,-,Y,Y,Y,N
39.886238,-82.754217,Olde Pickerington Farmers' Market,N,-,Y,Y,Y,N
47.050425,-122.902519,Olympia Farmers' Market ,Y,Y,Y,Y,Y,N
41.2377371,-96.0138738,Omaha Farmers Market - Aksarben Village,Y,Y,Y,Y,Y,N
41.264675,-96.041927,Omaha Farmers Market - Old Market,Y,Y,Y,Y,Y,N
44.503625,-88.202341,Oneida Farmers Market,Y,Y,Y,Y,Y,N
34.782418,-77.49326,Onslow County Farmers Market,Y,N,Y,Y,Y,N
41.2735586,-73.0210587,Orange Community Farmers' Market,Y,Y,Y,Y,Y,N
33.791554,-117.855866,Orange Home Grown Farmers & Artisans Market,Y,Y,Y,Y,N,N
30.165484,-81.701664,Orange Park Farmer's & Arts Market,N,-,Y,Y,Y,N
45.333082,-122.597822,Oregon City Year-Round Farmers Market,Y,N,Y,Y,Y,N
37.30093,-120.484427,Original Merced County Certified Farmers Market - Downtown Merced,Y,-,Y,Y,Y,N
37.882764,-122.174543,Orinda Famers Market,Y,Y,Y,Y,N,N
