,FMID,x,y,WIC,SNAP,Fruits,Vegetables,Organic,Meat
1159,1019533.0,-81.521429,41.080456,Y,Y,Y,Y,Y,N
1160,,,,,,,,,
1161,1019770.0,-81.521429,41.080456,N,Y,Y,Y,Y,N
1162,,,,,,,,,
1163,1019154.0,-85.2011808,41.035934499999996,Y,N,Y,Y,N,N
1164,,,,,,,,,
1165,1018380.0,-97.681611,31.073245,N,N,Y,Y,N,Y
1166,,,,,,,,,
1167,1020122.0,-84.286978,38.394075,Y,N,Y,Y,-,N
1168,,,,,,,,,
1169,1020125.0,-84.29787900000001,38.390005,Y,N,Y,Y,-,N
1170,,,,,,,,,
1171,1020107.0,-85.889578,37.271491999999995,Y,N,Y,Y,N,N
1172,,,,,,,,,
1173,1011782.0,-96.947438,43.632678999999996,N,N,Y,Y,N,N
1174,,,,,,,,,
1175,1019383.0,-73.947702,40.808707,Y,Y,Y,Y,N,N
1176,,,,,,,,,
1177,1019373.0,-73.94453,40.674043,Y,Y,Y,Y,N,N
1178,,,,,,,,,
1179,1019374.0,-73.96631,40.688145,Y,Y,Y,Y,N,N
1180,,,,,,,,,
1181,1019366.0,-73.831007,40.870274,Y,Y,Y,Y,N,N
1182,,,,,,,,,
1183,1019375.0,-73.96612900000001,40.58551,Y,Y,Y,Y,N,N
1184,,,,,,,,,
1185,1019380.0,-73.945625,40.790265999999995,Y,Y,Y,Y,N,N
1186,,,,,,,,,
1187,1019381.0,-73.9401,40.814968,Y,Y,Y,Y,N,N
1188,,,,,,,,,
1189,1019377.0,-73.890698,40.820778999999995,Y,Y,Y,Y,N,N
1190,,,,,,,,,
1191,1019378.0,-73.846979,40.857347,Y,Y,Y,Y,N,N
1192,,,,,,,,,
1193,1019376.0,-73.94252,40.655889,Y,Y,Y,Y,N,N
1194,,,,,,,,,
1195,1019382.0,-73.94885699999999,40.803028999999995,Y,Y,Y,Y,N,N
1196,,,,,,,,,
1197,1002339.0,-73.94622,40.785539,Y,Y,Y,Y,N,N
1198,,,,,,,,,
1199,1002335.0,-73.90951700000001,40.8427,Y,Y,Y,Y,N,N
1200,,,,,,,,,
1201,1005332.0,-73.883864,40.880479,Y,Y,Y,Y,N,N
1202,,,,,,,,,
1203,1019379.0,-73.911898,40.81385,Y,Y,Y,Y,N,N
1204,,,,,,,,,
1205,1002345.0,-73.953193,40.822369,Y,Y,Y,Y,N,N
1206,,,,,,,,,
1207,1009660.0,-157.71393500000002,21.283943,N,Y,Y,Y,N,N
1208,,,,,,,,,
1209,1018282.0,-81.360033,41.150692,Y,Y,Y,Y,Y,Y
1210,,,,,,,,,
1211,1020044.0,-81.337712,41.155218,Y,Y,Y,Y,Y,Y
1212,,,,,,,,,
1213,1021431.0,-85.91723,39.726276,Y,Y,Y,Y,-,Y
1214,,,,,,,,,
1215,1021211.0,-76.47320400000001,37.916391,N,N,Y,Y,-,Y
1216,,,,,,,,,
1217,1019786.0,-111.167763,40.329639,N,N,Y,Y,-,N
1218,,,,,,,,,
1219,1019757.0,-118.35143400000001,34.094113,N,N,Y,Y,Y,N
1220,,,,,,,,,
1221,1019192.0,-82.458271,35.314825,N,N,Y,Y,-,N
1222,,,,,,,,,
1223,1019895.0,-97.811491,40.778921999999994,N,N,Y,Y,-,N
1224,,,,,,,,,
1225,1021286.0,-96.426422,44.508646999999996,N,N,Y,Y,-,N
1226,,,,,,,,,
1227,1019802.0,-76.644722,39.4668834,N,Y,Y,Y,Y,Y
1228,,,,,,,,,
1229,1021282.0,-100.631876,40.199476000000004,N,N,Y,Y,Y,Y
1230,,,,,,,,,
1231,1020174.0,-84.09616700000001,37.135019,N,N,Y,Y,-,N
1232,,,,,,,,,
1233,1003684.0,-117.53231799999999,34.110872,Y,Y,Y,N,Y,Y
1234,,,,,,,,,
1235,1019234.0,-109.281673,34.132411499999996,N,N,Y,Y,N,Y
1236,,,,,,,,,
1237,1006285.0,-89.994281,34.823026,Y,Y,Y,Y,N,Y
1238,,,,,,,,,
1239,1019486.0,-77.387108,38.970411,N,Y,Y,Y,N,N
1240,,,,,,,,,
1241,1021355.0,-112.015037,40.515537,N,Y,Y,Y,Y,N
1242,,,,,,,,,
1243,1020026.0,-87.24861999999999,36.433597,N,N,Y,Y,N,N
1244,,,,,,,,,
1245,1019224.0,-117.25763300000001,34.473755,N,Y,Y,Y,Y,Y
1246,,,,,,,,,
1247,1019220.0,-80.01264499999999,35.966162,N,Y,Y,Y,N,Y
1248,,,,,,,,,
1249,1012260.0,-82.596257,29.825509000000004,Y,Y,Y,Y,N,Y
1250,,,,,,,,,
1251,1006831.0,-79.58619499999999,38.409646,N,Y,Y,Y,Y,Y
1252,,,,,,,,,
1253,1021327.0,-104.99968500000001,39.547022999999996,N,Y,Y,Y,N,Y
1254,,,,,,,,,
1255,1018951.0,-94.5353089,42.5171234,N,N,Y,Y,-,N
1256,,,,,,,,,
1257,1019688.0,-90.56665500000001,38.232278,N,N,Y,Y,N,Y
1258,,,,,,,,,
1259,1019959.0,-122.990366,45.524375,Y,Y,Y,Y,N,Y
1260,,,,,,,,,
1261,1019962.0,-122.917552,45.534675,Y,Y,Y,Y,Y,Y
1262,,,,,,,,,
1263,1021249.0,-122.692801,45.477581,Y,Y,Y,Y,Y,Y
1264,,,,,,,,,
1265,1019669.0,-81.59569,31.846771999999998,N,Y,Y,Y,N,N
1266,,,,,,,,,
1267,1008020.0,-70.88896700000001,42.247351,Y,Y,Y,Y,N,Y
1268,,,,,,,,,
1269,1005076.0,-87.928694,41.8036543,N,N,Y,Y,Y,Y
1270,,,,,,,,,
1271,1019330.0,-93.050943,34.504886,N,Y,Y,Y,N,Y
1272,,,,,,,,,
1273,1021208.0,-74.042428,40.719659,Y,N,Y,Y,Y,N
1274,,,,,,,,,
1275,1010937.0,-83.309076,43.053482,Y,Y,Y,Y,-,N
1276,,,,,,,,,
1277,1021418.0,-75.14746,38.772137,Y,Y,Y,Y,Y,Y
1278,,,,,,,,,
1279,1021419.0,-75.14775999999999,38.768122,Y,Y,Y,Y,Y,N
1280,,,,,,,,,
1281,1021427.0,-75.150136,38.747053,Y,Y,Y,Y,N,N
1282,,,,,,,,,
1283,1011761.0,-82.008815,35.682465,N,Y,Y,Y,N,Y
1284,,,,,,,,,
1285,1018972.0,-87.405321,37.944041999999996,Y,N,Y,Y,N,Y
1286,,,,,,,,,
1287,1008980.0,-93.9908869,38.718656599999996,N,N,Y,Y,N,N
1288,,,,,,,,,
1289,1019302.0,-83.625343,42.7906,N,N,Y,Y,N,Y
1290,,,,,,,,,
1291,1018853.0,-78.83619,35.650573,Y,Y,Y,Y,-,Y
1292,,,,,,,,,
1293,1021229.0,-118.32819099999999,34.099639,Y,Y,Y,Y,Y,Y
1294,,,,,,,,,
1295,1018458.0,-76.420927,38.247929,Y,Y,Y,Y,Y,Y
1296,,,,,,,,,
1297,1007267.0,-151.512342,59.638109,Y,Y,Y,Y,-,N
1298,,,,,,,,,
1299,1009663.0,-87.66623100000001,41.562264,N,N,Y,Y,-,N
1300,,,,,,,,,
1301,1012076.0,-121.51581399999999,45.710094,Y,Y,Y,Y,Y,Y
1302,,,,,,,,,
1303,1019819.0,-121.96091799999999,45.349594,Y,N,Y,Y,Y,Y
1304,,,,,,,,,
1305,1021372.0,-71.28214399999999,41.725161,N,Y,Y,Y,-,Y
1306,,,,,,,,,
1307,1019781.0,-71.356584,41.799956,Y,Y,Y,Y,Y,Y
1308,,,,,,,,,
1309,1012041.0,-93.41710400000001,44.925619,Y,Y,Y,Y,Y,Y
1310,,,,,,,,,
1311,1020100.0,-87.489438,36.866111,Y,Y,Y,Y,-,Y
1312,,,,,,,,,
1313,1008366.0,-71.51777,42.229299,Y,Y,Y,Y,Y,Y
1314,,,,,,,,,
1315,1019313.0,-103.47908199999999,43.432276,N,N,Y,Y,N,N
1316,,,,,,,,,
1317,1018200.0,-81.942413,34.956245,Y,Y,Y,Y,-,Y
1318,,,,,,,,,
1319,1005674.0,-73.783692,42.248656,Y,Y,Y,Y,Y,Y
1320,,,,,,,,,
1321,1018152.0,-77.610398,37.519515999999996,N,N,Y,Y,-,N
1322,,,,,,,,,
1323,1019990.0,-77.610901,37.519378,N,N,Y,Y,N,N
1324,,,,,,,,,
1325,1019056.0,-74.871267,40.505223,N,N,Y,Y,Y,Y
1326,,,,,,,,,
1327,1010598.0,-78.01723,40.485653000000006,Y,Y,Y,Y,Y,Y
1328,,,,,,,,,
1329,1021268.0,-88.424435,42.168577,Y,N,Y,Y,-,Y
1330,,,,,,,,,
1331,1019586.0,-97.54833599999999,30.545152,N,N,Y,Y,Y,Y
1332,,,,,,,,,
1333,1011325.0,-76.941854,38.952822,N,Y,Y,Y,-,Y
1334,,,,,,,,,
1335,1019731.0,-84.44233,39.139602000000004,N,N,Y,Y,Y,Y
1336,,,,,,,,,
1337,1012621.0,-95.470874,42.345172999999996,Y,N,Y,Y,N,N
1338,,,,,,,,,
1339,1006417.0,-112.04250800000001,43.494592,N,Y,N,N,N,Y
1340,,,,,,,,,
1341,1005080.0,-83.074322,43.02429,Y,Y,Y,Y,-,N
1342,,,,,,,,,
1343,1020136.0,-88.08135300000001,37.334578,N,N,Y,Y,Y,N
1344,,,,,,,,,
1345,1019011.0,-91.89497320000001,42.46870560000001,Y,N,Y,Y,N,N
1346,,,,,,,,,
1347,1019236.0,-94.41817900000001,39.093845,N,Y,Y,Y,N,Y
1348,,,,,,,,,
1349,1018772.0,-74.27052900000001,43.782396999999996,N,N,Y,Y,Y,Y
1350,,,,,,,,,
1351,1019861.0,-79.15502099999999,40.621852000000004,Y,Y,Y,Y,N,Y
1352,,,,,,,,,
1353,1004384.0,-85.06772609999999,42.9814841,Y,N,Y,Y,-,N
1354,,,,,,,,,
1355,1012626.0,-93.264356,42.521221999999995,Y,N,Y,Y,-,N
1356,,,,,,,,,
1357,1019340.0,-73.901875,40.663651,Y,Y,Y,Y,N,N
1358,,,,,,,,,
1359,1003680.0,-122.04911499999999,47.550637,Y,N,Y,Y,Y,Y
1360,,,,,,,,,
1361,1001641.0,-84.598559,43.292319,N,N,Y,Y,-,Y
1362,,,,,,,,,
1363,1004380.0,-96.246607,44.465196999999996,N,N,N,Y,-,N
1364,,,,,,,,,
1365,1006376.0,-105.38445700000001,42.759014,N,N,Y,Y,N,N
1366,,,,,,,,,
1367,1018907.0,-89.66597259999999,37.377813700000004,N,N,Y,Y,-,N
1368,,,,,,,,,
1369,1018343.0,-90.862319,44.291599,Y,N,Y,Y,Y,Y
1370,,,,,,,,,
1371,1020106.0,-83.988324,37.430289,Y,Y,Y,Y,N,N
1372,,,,,,,,,
1373,1020108.0,-83.922703,37.330559,Y,Y,Y,Y,N,N
1374,,,,,,,,,
1375,1019263.0,-83.21839399999999,35.375375,N,Y,Y,Y,N,Y
1376,,,,,,,,,
1377,1018978.0,-83.224149,35.375581,N,Y,N,Y,N,Y
1378,,,,,,,,,
1379,1021281.0,-88.171891,43.309792,Y,N,Y,Y,-,Y
1380,,,,,,,,,
1381,1009970.0,-89.023298,42.681669,Y,Y,Y,Y,Y,Y
1382,,,,,,,,,
1383,1008299.0,-84.4343796,34.46747,N,N,Y,Y,-,Y
1384,,,,,,,,,
1385,1021306.0,-75.156213,39.949940000000005,Y,N,Y,Y,N,N
1386,,,,,,,,,
1387,1020192.0,-85.562797,38.195209999999996,N,N,Y,Y,N,Y
1388,,,,,,,,,
1389,1020090.0,-82.8042,37.812048,N,Y,Y,Y,-,N
1390,,,,,,,,,
1391,1002907.0,-116.3182535,34.1349431,Y,N,Y,Y,Y,Y
1392,,,,,,,,,
1393,1018242.0,-134.4136031,58.29985,N,N,Y,Y,Y,N
1394,,,,,,,,,
1395,1005270.0,-157.73733700000003,21.395630999999998,N,Y,Y,Y,N,N
1396,,,,,,,,,
1397,1008375.0,-119.781524,36.843016999999996,Y,N,Y,Y,Y,N
1398,,,,,,,,,
1399,1019774.0,-85.58850100000001,42.275163,Y,Y,Y,Y,Y,Y
1400,,,,,,,,,
1401,1005252.0,-157.8698,21.344726,N,Y,Y,Y,N,N
1402,,,,,,,,,
1403,1008118.0,-157.872454,21.335165,N,Y,Y,Y,N,N
1404,,,,,,,,,
1405,1021264.0,-155.66266000000002,20.017794,N,Y,Y,Y,Y,Y
1406,,,,,,,,,
1407,1005253.0,-157.810103,21.409789,N,Y,Y,N,N,N
1408,,,,,,,,,
1409,1005254.0,-158.066932,21.333263,N,Y,Y,Y,N,N
1410,,,,,,,,,
1411,1005255.0,-157.877976,21.327407,N,Y,Y,Y,N,N
1412,,,,,,,,,
1413,1019003.0,-97.24380699999999,32.926757,N,Y,Y,Y,Y,Y
1414,,,,,,,,,
1415,1021369.0,-87.819902,42.587189,Y,N,Y,Y,-,Y
1416,,,,,,,,,
1417,1021348.0,-87.81994499999999,42.587205,Y,Y,Y,Y,-,Y
1418,,,,,,,,,
1419,1021349.0,-87.819183,42.584009,Y,Y,Y,Y,-,Y
1420,,,,,,,,,
1421,1020011.0,-77.073728,39.026476,N,N,Y,Y,Y,Y
1422,,,,,,,,,
1423,1019758.0,-85.59695699999999,42.874316,Y,Y,Y,Y,-,N
1424,,,,,,,,,
1425,1019210.0,-80.60619190000001,34.243264,N,Y,Y,Y,Y,Y
1426,,,,,,,,,
1427,1010636.0,-80.341178,36.276367,Y,N,Y,Y,-,Y
1428,,,,,,,,,
1429,1019120.0,-77.2028,38.27678,N,Y,Y,Y,N,Y
1430,,,,,,,,,
1431,1003269.0,-74.019483,41.932986,Y,Y,Y,Y,Y,Y
1432,,,,,,,,,
1433,1019491.0,-77.276198,38.8347926,N,N,Y,Y,N,Y
1434,,,,,,,,,
1435,1020032.0,-95.184629,30.047327000000003,N,N,N,N,Y,Y
1436,,,,,,,,,
1437,1019266.0,-92.584293,40.195114000000004,N,N,Y,Y,-,Y
1438,,,,,,,,,
1439,1019212.0,-108.36051869999999,36.750789399999995,N,N,Y,Y,-,N
1440,,,,,,,,,
1441,1011117.0,-70.736542,43.090021,Y,Y,Y,Y,Y,Y
1442,,,,,,,,,
1443,1021332.0,-92.172403,40.167823999999996,N,N,Y,Y,-,N
1444,,,,,,,,,
1445,1020075.0,-83.867633,36.849364,Y,Y,Y,Y,N,N
1446,,,,,,,,,
1447,1021244.0,-75.705331,39.842787,Y,N,N,Y,Y,Y
1448,,,,,,,,,
1449,1021250.0,-66.011273,18.431395000000002,N,N,N,Y,-,N
1450,,,,,,,,,
1451,1021345.0,-118.37983,34.044973,Y,Y,Y,Y,Y,N
1452,,,,,,,,,
1453,1003343.0,-73.893737,40.846468,Y,Y,Y,Y,N,N
1454,,,,,,,,,
1455,1019986.0,-73.89197800000001,40.849357,Y,Y,Y,Y,N,N
1456,,,,,,,,,
1457,1020123.0,-85.379458,38.407465,N,N,Y,Y,N,Y
1458,,,,,,,,,
1459,1019506.0,-76.978699,38.531647,Y,N,Y,Y,N,Y
1460,,,,,,,,,
1461,1019649.0,-73.38566800000001,41.235769,N,Y,Y,Y,-,Y
1462,,,,,,,,,
1463,1019409.0,-93.577673,33.355445,N,Y,Y,Y,N,N
1464,,,,,,,,,
1465,1019103.0,-88.183818,42.180694,N,N,Y,Y,-,N
1466,,,,,,,,,
1467,1003863.0,-122.664774,45.417854999999996,Y,Y,Y,Y,Y,Y
1468,,,,,,,,,
1469,1012206.0,-73.9841054,44.27704129999999,Y,Y,Y,Y,Y,Y
1470,,,,,,,,,
1471,1019850.0,-94.193437,46.358912,N,N,Y,Y,Y,Y
1472,,,,,,,,,
1473,1019851.0,-94.235284,46.352551,N,N,Y,Y,Y,Y
1474,,,,,,,,,
1475,1019198.0,-77.4710931,37.6145155,N,Y,Y,Y,N,Y
1476,,,,,,,,,
1477,1002021.0,-77.470522,37.614945,N,Y,Y,Y,-,Y
1478,,,,,,,,,
1479,1002521.0,-81.804266,41.484539,N,Y,Y,Y,-,Y
1480,,,,,,,,,
1481,1019427.0,-79.326095,42.103565,N,N,Y,Y,Y,Y
1482,,,,,,,,,
1483,1020051.0,-96.751083,32.835725,N,Y,Y,Y,N,N
1484,,,,,,,,,
1485,1019035.0,-93.933204,40.62353,Y,Y,Y,Y,N,Y
1486,,,,,,,,,
1487,1019901.0,-89.8327,42.102207,N,Y,Y,Y,-,N
1488,,,,,,,,,
1489,1019852.0,-82.603853,39.712631,Y,Y,Y,Y,-,Y
1490,,,,,,,,,
1491,1019352.0,-106.94832099999999,44.760524,N,N,Y,Y,-,Y
1492,,,,,,,,,
1493,1005352.0,-123.116207,44.056748,Y,Y,Y,Y,Y,Y
1494,,,,,,,,,
1495,1009803.0,-123.09154,44.050826,Y,Y,Y,Y,Y,Y
1496,,,,,,,,,
1497,1019756.0,-75.277496,40.234201,Y,N,Y,Y,Y,Y
1498,,,,,,,,,
1499,1021291.0,-105.080197,40.586073,N,Y,Y,Y,Y,Y
1500,,,,,,,,,
1501,1012344.0,-86.56453,34.647521999999995,Y,Y,Y,Y,Y,Y
1502,,,,,,,,,
1503,1019030.0,-89.130033,31.692521999999997,N,Y,Y,Y,-,N
1504,,,,,,,,,
1505,1018834.0,-86.048868,42.219637,Y,N,Y,Y,-,Y
1506,,,,,,,,,
1507,1021324.0,-95.23448,38.96859,N,Y,Y,Y,Y,Y
1508,,,,,,,,,
1509,1021325.0,-95.235986,38.963018,N,Y,Y,Y,Y,Y
1510,,,,,,,,,
1511,1019450.0,-79.96109200000001,40.467011,Y,Y,Y,Y,-,Y
1512,,,,,,,,,
1513,1016810.0,-86.469047,40.045671399999996,Y,Y,Y,Y,-,N
1514,,,,,,,,,
1515,1018113.0,-72.212877,41.635781,Y,N,Y,Y,Y,Y
1516,,,,,,,,,
1517,1019158.0,-98.465436,29.609419,N,N,Y,Y,N,Y
1518,,,,,,,,,
1519,1006652.0,-80.183684,25.836451,N,Y,Y,Y,Y,Y
1520,,,,,,,,,
1521,1002768.0,-85.75945899999999,45.022857,Y,N,Y,Y,Y,N
1522,,,,,,,,,
1523,1019512.0,-94.803914,38.965267,N,Y,Y,Y,N,Y
1524,,,,,,,,,
1525,1010483.0,-77.584119,35.260631,N,N,Y,Y,N,N
1526,,,,,,,,,
1527,1016916.0,-84.617203,39.1587027,N,Y,Y,Y,-,Y
1528,,,,,,,,,
1529,1004651.0,-75.500665,43.794672,Y,N,Y,Y,-,N
1530,,,,,,,,,
1531,1019503.0,-91.866902,43.980990999999996,N,Y,Y,Y,Y,Y
1532,,,,,,,,,
1533,1019808.0,-70.22037900000001,44.096575,Y,Y,Y,Y,Y,Y
1534,,,,,,,,,
1535,1019726.0,-70.172185,44.089594,Y,Y,Y,Y,Y,Y
1536,,,,,,,,,
1537,1019537.0,-71.22245500000001,42.446439,Y,Y,Y,Y,Y,Y
1538,,,,,,,,,
1539,1019346.0,-71.206748,42.429241999999995,N,Y,Y,Y,N,Y
1540,,,,,,,,,
1541,1019650.0,-111.872426,40.744796,N,Y,Y,Y,-,Y
1542,,,,,,,,,
1543,1018927.0,-79.2507333,40.2501886,Y,N,Y,Y,Y,Y
1544,,,,,,,,,
1545,1021361.0,-84.08109300000001,33.859588,N,Y,Y,Y,-,Y
1546,,,,,,,,,
1547,1004848.0,-114.5149,37.616659999999996,N,Y,Y,Y,Y,N
1548,,,,,,,,,
1549,1011300.0,-118.21309199999999,34.073479999999996,Y,Y,Y,Y,Y,N
1550,,,,,,,,,
1551,1020132.0,-118.213102,34.073591,Y,Y,Y,Y,Y,N
1552,,,,,,,,,
1553,1019304.0,-83.17766400000001,42.249843,Y,Y,Y,Y,N,N
1554,,,,,,,,,
1555,1021198.0,-117.17056299999999,32.785209,Y,Y,Y,Y,N,Y
1556,,,,,,,,,
1557,1019167.0,-87.149098,39.039325,Y,Y,Y,Y,N,Y
1558,,,,,,,,,
1559,1019678.0,-73.189724,41.743812,Y,Y,Y,Y,Y,Y
1560,,,,,,,,,
1561,1019679.0,-73.215193,41.740678,Y,Y,Y,Y,Y,Y
1562,,,,,,,,,
1563,1019631.0,-92.680159,37.118045,N,N,Y,Y,-,N
1564,,,,,,,,,
1565,1019207.0,-80.085081,42.1155929,Y,Y,Y,Y,N,N
1566,,,,,,,,,
1567,1019995.0,-117.167574,32.723123,Y,Y,Y,Y,Y,Y
1568,,,,,,,,,
1569,1021390.0,-94.1176,33.661403,N,N,Y,Y,-,N
1570,,,,,,,,,
1571,1012027.0,-78.640489,33.880648,Y,Y,Y,Y,-,N
1572,,,,,,,,,
1573,1019538.0,-110.556707,45.654253999999995,N,N,Y,Y,Y,Y
1574,,,,,,,,,
1575,1018418.0,-83.33199499999999,42.362596,N,N,Y,Y,-,N
1576,,,,,,,,,
1577,1018901.0,-78.826847,37.353215000000006,N,N,N,Y,-,Y
1578,,,,,,,,,
1579,1020094.0,-86.884185,36.866285999999995,Y,Y,Y,Y,N,Y
1580,,,,,,,,,
1581,1019494.0,-77.21635500000001,38.698239,N,Y,Y,Y,N,Y
1582,,,,,,,,,
1583,1005431.0,-106.65491899999999,35.158683,Y,N,Y,Y,Y,Y
1584,,,,,,,,,
1585,1018919.0,-91.062659,39.441188000000004,N,N,Y,Y,-,N
1586,,,,,,,,,
1587,1000462.0,-84.259924,39.266388,N,Y,Y,Y,Y,Y
1588,,,,,,,,,
1589,1016820.0,-87.664233,41.943816,N,N,Y,Y,N,Y
1590,,,,,,,,,
1591,1011233.0,-117.52864299999999,45.570355,Y,N,Y,Y,N,Y
1592,,,,,,,,,
1593,1018922.0,-75.49102099999999,43.793853999999996,Y,N,Y,Y,Y,Y
1594,,,,,,,,,
1595,1011800.0,-93.660454,41.599698,Y,Y,N,Y,N,N
1596,,,,,,,,,
1597,1021257.0,-86.447744,43.955713,Y,Y,Y,Y,-,N
1598,,,,,,,,,
1599,1019622.0,-77.833365,39.110875,N,N,Y,Y,Y,Y
1600,,,,,,,,,
1601,1019177.0,-77.395364,39.031603000000004,N,Y,Y,Y,Y,Y
1602,,,,,,,,,
1603,1019175.0,-77.56573399999999,39.107555,N,Y,Y,Y,Y,Y
1604,,,,,,,,,
1605,1019176.0,-77.489597,39.006277000000004,N,N,Y,Y,Y,Y
1606,,,,,,,,,
1607,1019940.0,-79.14037900000001,37.411516999999996,N,Y,Y,Y,-,Y
1608,,,,,,,,,
1609,1019435.0,-122.452228,48.944086999999996,N,N,Y,Y,Y,Y
1610,,,,,,,,,
1611,1011538.0,-84.575384,33.826085,N,Y,Y,Y,N,N
1612,,,,,,,,,
1613,1000481.0,-94.013604,41.335221999999995,Y,N,Y,Y,Y,Y
1614,,,,,,,,,
1615,1012249.0,-96.1754168,45.0087575,N,N,Y,Y,N,N
1616,,,,,,,,,
1617,1005201.0,-74.414532,40.759057,Y,N,Y,Y,-,Y
1618,,,,,,,,,
1619,1012046.0,-121.12716200000001,44.638418,Y,Y,N,N,-,N
1620,,,,,,,,,
1621,1021339.0,-122.295751,47.612615999999996,Y,Y,Y,Y,Y,Y
1622,,,,,,,,,
1623,1019360.0,-89.502026,43.066326000000004,N,Y,Y,Y,Y,Y
1624,,,,,,,,,
1625,1021197.0,-86.1137,30.720266,Y,N,Y,Y,-,N
1626,,,,,,,,,
1627,1018407.0,-89.389549,36.030081,N,N,Y,Y,N,Y
1628,,,,,,,,,
1629,1005528.0,-80.245,40.169000000000004,Y,Y,Y,Y,-,Y
1630,,,,,,,,,
1631,1006837.0,-120.79696499999999,38.730544,Y,Y,Y,Y,Y,Y
1632,,,,,,,,,
1633,1011119.0,-95.4504829,37.6817937,N,Y,Y,Y,-,Y
1634,,,,,,,,,
1635,1019706.0,-75.257714,41.575082,Y,N,Y,Y,Y,Y
1636,,,,,,,,,
1637,1019752.0,-81.732318,41.028681,N,N,Y,Y,-,Y
1638,,,,,,,,,
1639,1019501.0,-87.95474399999999,42.287242,Y,N,Y,Y,Y,Y
1640,,,,,,,,,
1641,1005256.0,-157.836497,21.303939,N,Y,Y,Y,N,N
1642,,,,,,,,,
1643,1019969.0,-72.51832399999999,41.781503,N,Y,Y,Y,N,Y
1644,,,,,,,,,
1645,1003980.0,-111.333325,45.856792999999996,Y,Y,Y,Y,Y,Y
1646,,,,,,,,,
1647,1018217.0,-86.323001,44.249272999999995,Y,Y,Y,Y,Y,N
1648,,,,,,,,,
1649,1018998.0,-86.243595,45.959984000000006,Y,N,Y,Y,N,Y
1650,,,,,,,,,
1651,1005257.0,-157.807997,21.314189000000002,N,Y,Y,Y,N,N
1652,,,,,,,,,
1653,1019111.0,-97.134052,32.564588,N,N,Y,Y,N,Y
1654,,,,,,,,,
1655,1010286.0,-120.155979,47.884784,N,N,Y,Y,Y,N
1656,,,,,,,,,
1657,1018310.0,-94.539507,42.527104,Y,N,Y,Y,N,N
1658,,,,,,,,,
1659,1005218.0,-123.894248,45.719007,Y,Y,Y,Y,N,Y
1660,,,,,,,,,
1661,1016799.0,-122.023367,47.367729,Y,Y,Y,Y,Y,Y
1662,,,,,,,,,
1663,1003238.0,-84.549494,33.953194,N,N,Y,Y,Y,Y
1664,,,,,,,,,
1665,1021358.0,-87.628231,45.098174,Y,Y,Y,Y,Y,N
1666,,,,,,,,,
1667,1002235.0,-91.580744,42.04437720000001,Y,N,Y,Y,-,Y
1668,,,,,,,,,
1669,1019058.0,-83.122972,40.593303999999996,Y,Y,Y,Y,-,N
1670,,,,,,,,,
1671,1019482.0,-97.361665,41.440025,Y,N,Y,Y,N,Y
1672,,,,,,,,,
1673,1019368.0,-87.85651700000001,41.631943,N,N,Y,Y,Y,Y
1674,,,,,,,,,
1675,1012031.0,-78.9390094,33.6699343,Y,Y,Y,Y,-,Y
1676,,,,,,,,,
1677,1000242.0,-88.045015,30.69035,N,N,Y,Y,N,N
1678,,,,,,,,,
1679,1019022.0,-88.557509,44.0053166,N,Y,Y,Y,Y,Y
1680,,,,,,,,,
1681,1000616.0,-88.16008199999999,30.691614,N,N,Y,Y,N,N
1682,,,,,,,,,
1683,1019185.0,-80.18985500000001,25.787138,N,Y,Y,Y,Y,Y
1684,,,,,,,,,
1685,1019866.0,-87.344853,41.595883,N,N,N,Y,-,N
1686,,,,,,,,,
1687,1019806.0,-87.568349,37.972884,Y,Y,Y,Y,-,Y
1688,,,,,,,,,
1689,1011972.0,-88.06464,44.52221,Y,Y,Y,Y,N,Y
1690,,,,,,,,,
1691,1021341.0,-82.875408,39.97423,N,Y,Y,Y,-,N
1692,,,,,,,,,
1693,1019876.0,-99.63987,41.405409999999996,N,N,Y,Y,-,N
1694,,,,,,,,,
1695,1019189.0,-83.91050600000001,35.965659,Y,Y,Y,Y,Y,Y
1696,,,,,,,,,
1697,1019924.0,-92.066002,31.12742,N,N,Y,Y,Y,Y
1698,,,,,,,,,
1699,1019843.0,-83.08053199999999,43.327346,N,Y,Y,Y,Y,Y
1700,,,,,,,,,
1701,1020190.0,-88.378744,36.842165,N,N,Y,Y,-,N
1702,,,,,,,,,
1703,1002929.0,-70.71731700000001,42.098147999999995,Y,Y,Y,Y,Y,Y
1704,,,,,,,,,
1705,1019659.0,-77.055113,35.855219,N,N,N,Y,-,N
1706,,,,,,,,,
1707,1018976.0,-89.9500804,38.7331622,N,Y,Y,Y,-,Y
1708,,,,,,,,,
1709,1011139.0,-83.969504,35.756987,N,N,Y,Y,N,Y
1710,,,,,,,,,
1711,1019902.0,-83.80842,38.615072999999995,N,N,Y,Y,Y,Y
1712,,,,,,,,,
1713,1001281.0,-84.4426,42.580168,N,N,Y,Y,N,N
1714,,,,,,,,,
1715,1005642.0,-71.076514,42.3313532,Y,Y,Y,Y,Y,Y
1716,,,,,,,,,
1717,1003199.0,-86.35873000000001,41.655159999999995,N,N,Y,Y,-,N
1718,,,,,,,,,
1719,1019300.0,-82.30639559999999,34.7796468,N,N,Y,Y,Y,Y
1720,,,,,,,,,
